Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-10-20,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,50000.0,0.11777549982070923,0001.KL
2016-10-21,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,0.11777549982070923,0001.KL
2016-10-24,0.125,0.11500000208616257,0.125,0.11500000208616257,402700.0,0.11286819726228714,0001.KL
2016-10-25,0.11999999731779099,0.11500000208616257,0.11500000208616257,0.11999999731779099,128700.0,0.11777549982070923,0001.KL
2016-10-26,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,0.11777549982070923,0001.KL
2016-10-27,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,0.11777549982070923,0001.KL
2016-10-28,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,150000.0,0.11286819726228714,0001.KL
2016-10-31,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,164000.0,0.11286819726228714,0001.KL
2016-11-01,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,58000.0,0.11286819726228714,0001.KL
2016-11-02,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,100000.0,0.11286819726228714,0001.KL
2016-11-03,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,210000.0,0.11286819726228714,0001.KL
2016-11-04,0.11500000208616257,0.10999999940395355,0.11500000208616257,0.11500000208616257,276100.0,0.11286819726228714,0001.KL
2016-11-07,0.11500000208616257,0.10999999940395355,0.11500000208616257,0.10999999940395355,33600.0,0.10796087980270386,0001.KL
2016-11-08,0.11999999731779099,0.11500000208616257,0.11500000208616257,0.11999999731779099,344300.0,0.11777549982070923,0001.KL
2016-11-09,0.11500000208616257,0.10999999940395355,0.11500000208616257,0.10999999940395355,188200.0,0.10796087980270386,0001.KL
2016-11-10,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.0,0.10796087980270386,0001.KL
2016-11-11,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.0,0.10796087980270386,0001.KL
2016-11-14,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.0,0.10796087980270386,0001.KL
2016-11-15,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.0,0.10796087980270386,0001.KL
2016-11-16,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.0,0.10796087980270386,0001.KL
2016-11-17,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.0,0.10796087980270386,0001.KL
2016-11-18,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,5500.0,0.11286819726228714,0001.KL
2016-11-21,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.0,0.11286819726228714,0001.KL
2016-11-22,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,293800.0,0.11777549982070923,0001.KL
2016-11-23,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,280000.0,0.11777549982070923,0001.KL
2016-11-24,0.125,0.125,0.125,0.125,50000.0,0.12268281728029251,0001.KL
2016-11-25,0.125,0.11999999731779099,0.125,0.11999999731779099,643700.0,0.11777549982070923,0001.KL
2016-11-28,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,179800.0,0.11777549982070923,0001.KL
2016-11-29,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,155600.0,0.11777549982070923,0001.KL
2016-11-30,0.11999999731779099,0.11500000208616257,0.11999999731779099,0.11500000208616257,390000.0,0.11286819726228714,0001.KL
2016-12-01,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,137200.0,0.11286819726228714,0001.KL
2016-12-02,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.0,0.11286819726228714,0001.KL
2016-12-05,0.11999999731779099,0.11500000208616257,0.11999999731779099,0.11500000208616257,30300.0,0.11286819726228714,0001.KL
2016-12-06,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,70000.0,0.11286819726228714,0001.KL
